cycle_id,timestamp_start_ms,timestamp_end_ms,dt_target_ms,loop_latency_ms,jitter_ms,deadline_ms,late_flag,controller_mode,scenario_id,r,y,e,u,sat_flag,rx_seq,tx_seq
1,1.2691,15.3762,20,14.1071,-5.8929,20,0,PID,none yet,22,20.016,1.984,1,0,28,37
2,21.8624,40.3498,20,18.4874,-1.51260000000001,20,0,PID,none yet,22,20.031952,1.968048,1,0,28,37
3,51.8989,63.6907,20,11.7918,-8.2082,20,0,PID,none yet,22,20.047856144,1.952143856,1,0,28,37
4,75.6489,91.7752,20,16.1263,-3.87370000000001,20,0,PID,none yet,22,20.063712575568,1.936287424432,1,0,28,37
5,98.0098,109.6757,20,11.6659,-8.33409999999999,20,0,PID,none yet,22,20.0795214378413,1.92047856215871,1,0,28,37
6,126.2825,145.4712,20,19.1887,-0.811300000000017,20,0,PID,none yet,22,20.0952828735278,1.90471712647223,1,0,28,37
7,147.6647,153.332,20,5.66729999999998,-14.3327,20,0,PID,none yet,22,20.1109970249072,1.88900297509282,1,0,28,37
8,154.9002,169.9992,20,15.099,-4.90099999999998,20,0,PID,none yet,22,20.1266640338325,1.87333596616754,1,0,28,37
9,171.6762,184.5872,20,12.911,-7.089,20,0,PID,none yet,22,20.142284041731,1.85771595826904,1,0,28,37
10,186.0835,202.418,20,16.3345,-3.66550000000004,20,0,PID,none yet,22,20.1578571896058,1.84214281039423,1,0,29,38
11,203.9919,215.966,20,11.9741,-8.02590000000004,20,0,PID,none yet,22,20.173383618037,1.82661638196305,1,0,29,38
12,217.4215,237.0872,20,19.6657,-0.334299999999985,20,0,PID,none yet,22,20.1888634671828,1.81113653281716,1,0,29,38
13,238.9889,245.832,20,6.84309999999999,-13.1569,20,0,PID,none yet,22,20.2042968767813,1.7957031232187,1,0,29,38
14,247.2762,265.2402,20,17.964,-2.03600000000003,20,0,PID,none yet,22,20.219683986151,1.78031601384905,1,0,29,38
15,266.9356,286.3756,20,19.44,-0.560000000000002,20,0,PID,none yet,22,20.2350249341925,1.7649750658075,1,0,29,38
16,288.0377,293.2167,20,5.17899999999997,-14.821,20,0,PID,none yet,22,20.2503198593899,1.74968014061008,1,0,29,38
17,306.16,328.1604,20,22.0004000000001,2.00040000000007,20,1,PID,none yet,22,20.2655688998118,1.73443110018825,1,0,29,38
18,330.3517,340.1737,20,9.82199999999995,-10.1780000000001,20,0,PID,none yet,22,20.2807721931123,1.71922780688768,1,0,29,38
19,341.909,356.8451,20,14.9361,-5.06389999999999,20,0,PID,none yet,22,20.295929876533,1.70407012346702,1,0,29,38
20,368.2561,386.4862,20,18.2301,-1.76989999999995,20,0,PID,none yet,22,20.3110420869034,1.68895791309662,1,0,29,38
21,388.8686,401.6294,20,12.7608,-7.23919999999998,20,0,PID,none yet,22,20.3261089606427,1.67389103935733,1,0,29,38
22,403.1388,417.2545,20,14.1156999999999,-5.88430000000005,20,0,PID,none yet,22,20.3411306337607,1.65886936623926,1,0,29,38
23,430.9499,449.2785,20,18.3286,-1.67140000000001,20,0,PID,none yet,22,20.3561072418595,1.64389275814054,1,0,29,38
24,450.7294,478.5209,20,27.7915,7.79150000000004,20,1,PID,none yet,22,20.3710389201339,1.62896107986612,1,0,29,38
25,480.7516,NaN,20,NaN,0,20,0,PID,none yet,22,20.3699258033735,1.63007419662652,0,0,0,38
26,514.991,528.2151,20,13.2241,-6.77589999999998,20,0,PID,none yet,22,20.3848160259634,1.61518397403664,1,0,29,38
27,529.7405,554.3803,20,24.6398,4.63980000000004,20,1,PID,none yet,22,20.3996615778855,1.60033842211453,1,0,29,38
28,556.8185,571.722,20,14.9035,-5.09649999999999,20,0,PID,none yet,22,20.4144625931518,1.58553740684818,1,0,29,38
29,573.3215,588.5031,20,15.1815999999999,-4.81840000000011,20,0,PID,none yet,22,20.4292192053724,1.57078079462764,1,0,29,38
30,590.1609,603.4925,20,13.3316,-6.66840000000002,20,0,PID,none yet,22,20.4439315477562,1.55606845224375,1,0,29,38
31,605.2039,619.2865,20,14.0826,-5.91740000000004,20,0,PID,none yet,22,20.458599753113,1.54140024688702,1,0,29,38
32,620.8266,635.3826,20,14.556,-5.44399999999996,20,0,PID,none yet,22,20.4732239538536,1.52677604614636,1,0,29,38
33,636.8692,650.5791,20,13.7098999999999,-6.29010000000005,20,0,PID,none yet,22,20.4878042819921,1.51219571800792,1,0,29,38
34,652.1276,679.9033,20,27.7756999999999,7.77569999999992,20,1,PID,none yet,22,20.5023408691461,1.4976591308539,1,0,29,38
35,681.6546,696.0623,20,14.4077000000001,-5.59229999999991,20,0,PID,none yet,22,20.5168338465387,1.48316615346134,1,0,29,38
36,697.5409,712.2276,20,14.6867,-5.31330000000003,20,0,PID,none yet,22,20.531283344999,1.46871665500095,1,0,29,38
37,713.7709,727.7803,20,14.0094,-5.99059999999997,20,0,PID,none yet,22,20.545689494964,1.45431050503595,1,0,29,38
38,729.3404,744.894,20,15.5535999999998,-4.44640000000015,20,0,PID,none yet,22,20.5600524264792,1.43994757352084,1,0,29,38
39,746.6298,758.0767,20,11.4469,-8.55309999999997,20,0,PID,none yet,22,20.5743722691997,1.42562773080028,1,0,29,38
40,760.2607,773.6723,20,13.4115999999999,-6.58840000000009,20,0,PID,none yet,22,20.5886491523921,1.41135084760788,1,0,29,38
41,786.4449,804.0864,20,17.6415000000001,-2.35849999999994,20,0,PID,none yet,22,20.6028832049349,1.39711679506505,1,0,29,38
42,806.1269,833.8104,20,27.6835,7.68349999999998,20,1,PID,none yet,22,20.6170745553201,1.38292544467986,1,0,29,38
43,836.3942,850.6484,20,14.2542,-5.74580000000003,20,0,PID,none yet,22,20.6312233316542,1.36877666834582,1,0,29,38
44,853.004,865.4622,20,12.4581999999999,-7.54180000000008,20,0,PID,none yet,22,20.6453296616592,1.35467033834078,1,0,29,38
45,866.8953,882.0447,20,15.1494,-4.85059999999999,20,0,PID,none yet,22,20.6593936726742,1.34060632732576,1,0,29,38
46,883.7362,906.3591,20,22.6229000000001,2.62290000000007,20,1,PID,none yet,22,20.6734154916562,1.32658450834378,1,0,29,38
47,908.3836,925.5645,20,17.1809000000001,-2.81909999999993,20,0,PID,none yet,22,20.6873952451813,1.31260475481875,1,0,29,38
48,926.982,956.2597,20,29.2777000000001,9.2777000000001,20,1,PID,none yet,22,20.7013330594457,1.29866694055429,1,0,29,38
49,957.695,971.4157,20,13.7207000000001,-6.27929999999992,20,0,PID,none yet,22,20.7152290602674,1.28477093973263,1,0,29,38
50,973.2507,986.5495,20,13.2987999999999,-6.70120000000009,20,0,PID,none yet,22,20.7290833730866,1.27091662691343,1,0,29,38
51,988.0835,1001.9037,20,13.8202,-6.1798,20,0,PID,none yet,22,20.7428961229673,1.25710387703269,1,0,29,38
52,1003.4552,1017.8535,20,14.3982999999998,-5.60170000000016,20,0,PID,none yet,22,20.7566674345984,1.24333256540159,1,0,29,38
53,1020.1216,1032.6867,20,12.5651,-7.43489999999997,20,0,PID,none yet,22,20.7703974322946,1.22960256770538,1,0,29,38
54,1046.3719,1063.5767,20,17.2048,-2.79520000000002,20,0,PID,none yet,22,20.7840862399977,1.21591376000227,1,0,29,38
55,1065.7563,1078.2038,20,12.4475,-7.55250000000001,20,0,PID,none yet,22,20.7977339812777,1.20226601872226,1,0,29,38
56,1080.1385,1093.491,20,13.3525000000002,-6.64749999999981,20,0,PID,none yet,22,20.8113407793339,1.1886592206661,1,0,29,38
57,1107.1985,1139.261,20,32.0625,12.0625,20,1,PID,none yet,22,20.8249067569959,1.1750932430041,1,0,29,38
58,1140.7032,1156.3533,20,15.6501000000001,-4.34989999999993,20,0,PID,none yet,22,20.8384320367249,1.16156796327509,1,0,29,38
59,1157.8842,1185.34,20,27.4558000000002,7.45580000000018,20,1,PID,none yet,22,20.8519167406147,1.14808325938526,1,0,29,38
60,1186.8234,1200.9278,20,14.1044000000002,-5.89559999999983,20,0,PID,none yet,22,20.8653609903929,1.1346390096071,1,0,29,38
61,1202.4365,1216.8896,20,14.4531000000002,-5.54689999999982,20,0,PID,none yet,22,20.8787649074217,1.12123509257828,1,0,29,38
